id,articleId,article_createdAt,articleType,text,replyId,replyType,reply_createdAt,reply_type,latency_hours,text_preview,scam_hits,pol_hits,health_hits,rule_topic,election_cycle
103,tb8q5bixjas7,2020-01-09 11:44:23.384000+00:00,TEXT,https://www.consciousbody.org/post/腦神經科學發現：「感恩」可以改變大腦迴路，讓你更快樂,4l6Sim8Bd3n3h-WYZm7C,RUMOR,2020-01-09 13:50:48+00:00,RUMOR,2.106837777777778,https://www.consciousbody.org/post/腦神經科學發現：「感恩」可以改變大腦迴路，讓你更快樂,0,0,0,other,2020
104,2d5ixliucnpz1,2023-12-31 06:59:46.311000+00:00,TEXT,"有關最近尖石馬胎部落有要砍樹種電的消息，前天帶一位上下游的林吉洋記者去採訪，很及時就寫出一篇文章，想請大家幫忙轉貼， 由於是週末，如果迴響不多很快就會被臉書停止推播，萬分感謝🙏
https://www.newsmarket.com.tw/blog/197892/",Y4KH0o8B3RbBUEe2R3g7,RUMOR,2024-06-01 06:40:32.058000+00:00,RUMOR,3671.6793741666665,"有關最近尖石馬胎部落有要砍樹種電的消息，前天帶一位上下游的林吉洋記者去採訪，很及時就寫出一篇文章，想請大家幫忙轉貼， 由於是週末，如果迴響不多很快就會被臉書停止推播，萬分感謝🙏
https://www.newsmarket.com.tw/blog/197892/",0,0,0,other,2024
105,2w4kj57u6a2s8,2020-02-06 01:53:35.911000+00:00,TEXT,"如何以原始點處理肺炎病症~

這一次武漢的肺炎
最重要在上呼吸道為主
如果有咳嗽，流鼻涕和發燒
按推頭部或上背部原始點不能解決症狀
這時候要如何直達患處體傷？
最有效的方法
就是用薑粉直接噴鼻
這樣對上呼吸道包括咽喉，鼻子以至咳嗽都有改善
如果還能配合推按背部，整個塗薑粉泥
還有咳嗽發燒的話
那塗薑粉泥的方式
在原始點書本上有清楚的說明
一定還要藉着電熱吹風機持續吹背部
吹熱了之後再塗薑粉泥推按整個上背部
力道一定要稍微出點力
然後塗到薑粉泥乾掉為止
乾掉之後再重新塗薑粉泥
再推乾之後
再塗一次
就是來回二至三次
塗完之後再用紙巾把它包裹起來之後
再用保鮮膜包裹一次
繼續吹電熱風機
睡覺時躺在電暖毯上
這樣整夜温敷下來
整個體傷的修復就加快了
對上呼吸道的症狀
只要能夠記住這樣
積極的處理方法
它是可以縮短病程的
因為人體本來就有自癒力跟修復力
同樣的還要注意飲食
避免吃一些寒涼的食物
包括水果和冰冷的東西
要懂得保温
只要記住這些大原則
再配合一些運動飲食
我相信很快會恢復的

摘錄自張釗漢醫師
",3GeXGHABd3n3h-WYYwGa,RUMOR,2020-02-06 03:42:19.545000+00:00,RUMOR,1.8121205555555555,"如何以原始點處理肺炎病症~

這一次武漢的肺炎
最重要在上呼吸道為主
如果有咳嗽，流鼻涕和發燒
按推頭部或上背部原始點不能解決症狀
這時候要如何直達患處體傷？
最有效的方法
就是用薑粉直接噴鼻
這樣對上呼吸道包括咽喉，鼻子以至咳嗽都有改善
如果還能配合推按背部，整個塗薑粉泥
還有咳嗽發燒的話
那塗薑粉泥的方式
在原始點書本上有清楚的說明
一定還要藉着電熱吹風機持續吹背部
吹熱了之後再塗薑粉泥推按整",0,0,1,health,2020
106,1uutmblyhhixz,2020-03-21 00:01:54.599000+00:00,TEXT,此次的病毒已經是結合愛滋病毒，流感，卡滋病毒，冠狀肺炎病毒綜合變化，它只會越變越強，用什麼水都一樣難防範，所以家人們互相提醒要做好自身的清潔飲食習慣，還有少去密集場所！非常時期更要減少親友多人群聚，防疫家人們共同作好，隨時掌握最新正確的防疫狀況！,4QafBnEBrhVJn3LN3IOx,RUMOR,2020-03-23 09:01:12.239000+00:00,RUMOR,56.98823333333334,此次的病毒已經是結合愛滋病毒，流感，卡滋病毒，冠狀肺炎病毒綜合變化，它只會越變越強，用什麼水都一樣難防範，所以家人們互相提醒要做好自身的清潔飲食習慣，還有少去密集場所！非常時期更要減少親友多人群聚，防疫家人們共同作好，隨時掌握最新正確的防疫狀況！,0,0,2,health,2020
107,2790dyu935i8e,2024-03-26 15:35:36.008000+00:00,TEXT,"頭茬春季百花蜜含有濃濃的野花香之氣(roses)純度高，芳香獨特，營養價值是普通蜂蜜的幾十倍(bouquet of daisies)春季蜂蜜滋補養顏，增強免疫促進消化(starry heart)

為了感謝一直以來關注和支持詩雲的朋友們，詩雲跟家人討論，搭配了幾個小套餐，希望能讓每位蜜友都能享受到春季蜂蜜帶來的健康與美味(hands forming heart)

套餐(l)：
2瓶老巢蜜+1盒蜂巢蜜
原價：8550新台幣
現價：8000新台幣
(red arrow right)再送價值1425一瓶的土蜂蜜

套餐(two)：
2瓶老巢蜜+2罐葛根粉
原價：9600新臺幣
現價：9000新台幣
(red arrow right)再送價值1425一瓶的土蜂蜜（葛根粉高血糖也適用喔）

套餐(three)：
2瓶土蜂蜜+2瓶老巢蜜+2盒蜂巢蜜
原價：14050新台幣
現價：13500新台幣
(red arrow right)再送價值2650一盒的蜂巢蜜
或者價值2250一罐的油菜花粉任選(one)瓶！

套餐(four)：
3瓶土蜂蜜+3瓶老巢蜜+3盒蜂巢蜜
原價：21075新台幣
現價：20000新台幣
(red arrow right)再送價值2950一瓶的老巢蜜
或者價值3250一盒的天麻任選(one)瓶！

春季蜂蜜不僅口感純正，甜而不膩，還含有豐富的維生素和礦物質，對健康十分有益(cony smile)機會難得，趕緊聯繫詩雲訂購吧(bouquet)",wRG5q44B0DEb0v6cNybE,RUMOR,2024-04-05 00:47:06.179000+00:00,RUMOR,225.19171416666663,"頭茬春季百花蜜含有濃濃的野花香之氣(roses)純度高，芳香獨特，營養價值是普通蜂蜜的幾十倍(bouquet of daisies)春季蜂蜜滋補養顏，增強免疫促進消化(starry heart)

為了感謝一直以來關注和支持詩雲的朋友們，詩雲跟家人討論，搭配了幾個小套餐，希望能讓每位蜜友都能享受到春季蜂蜜帶來的健康與美味(hands forming heart)

套餐(l)：
2瓶老巢蜜+1盒蜂",0,0,2,health,2024
108,3bvmvx0hv08x5,2019-11-05 01:37:42.378000+00:00,TEXT,"而且我們在就讀化工時，根本沒有所謂的食品級PVC.
我們化工科在製作PVC時，主要是使用 懸濁重合法 (懸浮聚合生產法)，其實很容易有化學殘留物(塑化劑或可塑劑等等)，當時老師是說殘留物可以用藥劑跟水洗掉，然後還要將PVC加入各種助劑後，才能使用在各種環境用品上，例如用在耐候性需求的水管或塑膠管、電線外皮上。
但不該用在包裝食品上! 特別是有直接接觸到食物的包裝。

主要原因就是PVC保鮮膜只要沾到油脂的食物，油脂就有機會溶出PVC內的塑化劑、安定劑跟有害物質。所以南亞也因此做出說明。

因此使用PVC製成的保鮮膜幾乎可說是百害無一利! 有利於的只有大量製成PVC的廠商，例如台塑南亞，台塑就是以PVC起家，南亞則是因為要消化生產過多的台塑PVC粉而成立，大量發展跟製作PVC產品，例如PVC水管、橡膠管、塑膠管等。

以及生產了化工人都覺得不該昧著良心製造跟使用的食品用包裝產品: 南亞 PVC保鮮膜",SUpwOm4BV0DITCqGlBaK,RUMOR,2019-11-05 07:21:26.918000+00:00,RUMOR,5.729038888888889,"而且我們在就讀化工時，根本沒有所謂的食品級PVC.
我們化工科在製作PVC時，主要是使用 懸濁重合法 (懸浮聚合生產法)，其實很容易有化學殘留物(塑化劑或可塑劑等等)，當時老師是說殘留物可以用藥劑跟水洗掉，然後還要將PVC加入各種助劑後，才能使用在各種環境用品上，例如用在耐候性需求的水管或塑膠管、電線外皮上。
但不該用在包裝食品上! 特別是有直接接觸到食物的包裝。

主要原因就是PVC保鮮膜只要沾",0,0,1,health,2020
109,ppi7e8vz03pt,2024-01-19 12:45:34.905000+00:00,TEXT,最多可以幫你瘦下17公斤，給你安排70天的材料哦,d_cSKY0BAjOeMOklKYK0,RUMOR,2024-01-20 22:51:12.691000+00:00,RUMOR,34.093829444444445,最多可以幫你瘦下17公斤，給你安排70天的材料哦,0,0,0,other,2024
110,mfb6tws0shyt,2020-04-04 10:02:48.955000+00:00,TEXT,武漢肺炎》解藥突破！澳洲科學家發現高劑量「伊維菌素」可殺死病毒,TQxUUHEBrhVJn3LNiX4T,OPINIONATED,2020-04-06 16:30:49.610000+00:00,OPINIONATED,54.46684861111111,武漢肺炎》解藥突破！澳洲科學家發現高劑量「伊維菌素」可殺死病毒,0,0,2,health,2020
111,23ckwtbh9zhni,2023-11-02 07:34:17.924000+00:00,TEXT,"徵才⭐️線上訂單處理人員⭐️
🔔時薪：２６５元起
🍊工作內容 : 核對訂單配送進度，多勞多得
🍊工作時間彈性安排
🍊不限地點、職業，但需與公司保持聯絡
🍊可兼職、全職
🍊應徵條件 : 免經驗可 歡迎待業、二度就業、在職也可兼職！
加入服務人員求職諮詢 : https://lihi1.com/82Ex2",5vcWEY0BAjOeMOklWmXL,NOT_ARTICLE,2024-01-16 07:04:54.219000+00:00,NOT_ARTICLE,1799.5100819444444,"徵才⭐️線上訂單處理人員⭐️
🔔時薪：２６５元起
🍊工作內容 : 核對訂單配送進度，多勞多得
🍊工作時間彈性安排
🍊不限地點、職業，但需與公司保持聯絡
🍊可兼職、全職
🍊應徵條件 : 免經驗可 歡迎待業、二度就業、在職也可兼職！
加入服務人員求職諮詢 : https://lihi1.com/82Ex2",2,0,0,scam,2024
112,x0cnr2uk5bp8,2020-01-21 23:00:53.968000+00:00,TEXT,"昨天晚上得知消息～～新竹往來大陸的工程師已經確認是武漢肺炎目前隔離在""竹東台大""！大家要戴上口罩😷常洗手不去公共場所全面提高警覺！
",sWKCy28Bd3n3h-WYCixg,RUMOR,2020-01-22 04:28:14.815000+00:00,RUMOR,5.455790833333333,"昨天晚上得知消息～～新竹往來大陸的工程師已經確認是武漢肺炎目前隔離在""竹東台大""！大家要戴上口罩😷常洗手不去公共場所全面提高警覺！
",0,0,1,health,2020
113,iz5f4d8vnbp6,2024-03-05 05:45:52.187000+00:00,TEXT,"💐誠徵💐：充電站巡檢員
🔺需滿20歲🔺男女不限
⭕️採用輪班制一天薪水為2000【跑完即可下班】【名額有限】通勤加給1000-3000【想休息即可休息】
❤️工作內容:需到每個Gogoro充電站巡查是否有損壞情況以及故障，並回報給我們我們將請師傅前去修理
❤️全台即可工作，時間彈性
❤️專人教學 簡單上手
❤️日領 周領 月領皆可
❤️需自備交通工具有駕照
💯公司負責教學 全職 兼職 寶媽 無經驗皆可
💯給你一切保障 用誠意做事 信任待人
工作不難 歡迎二度就業 缺工作歡迎詢問
#不影響正職工作可選擇兼職 #無需繳納任何費用
#免寄出任何證件存簿
#正職 #兼職 #增加收入 #賺錢 #無需經驗
📢對於內容有不清楚的地方您都可以諮詢我~",sJvqD44BBMtPEaE04MsD,RUMOR,2024-03-05 18:40:34.817000+00:00,RUMOR,12.911841666666666,"💐誠徵💐：充電站巡檢員
🔺需滿20歲🔺男女不限
⭕️採用輪班制一天薪水為2000【跑完即可下班】【名額有限】通勤加給1000-3000【想休息即可休息】
❤️工作內容:需到每個Gogoro充電站巡查是否有損壞情況以及故障，並回報給我們我們將請師傅前去修理
❤️全台即可工作，時間彈性
❤️專人教學 簡單上手
❤️日領 周領 月領皆可
❤️需自備交通工具有駕照
💯公司負責教學 全職 兼職 寶媽 無經驗",4,0,0,scam,2024
114,3n890oarx77j5,2024-01-07 21:23:28.927000+00:00,TEXT,"昨晚苗栗漁民溺水警消摸黑搶救不及，原來消防隊的救災緊急照明車去支援蔡英文參加的造勢活動了！
https://youtu.be/0Pj4X980ZmA?si=gRDHKpjW70RrTQV8
可怕的公器私用
竟然是為綠選立委之用",3fca6YwBAjOeMOklBy9I,NOT_ARTICLE,2024-01-08 12:44:06.344000+00:00,NOT_ARTICLE,15.343726944444445,"昨晚苗栗漁民溺水警消摸黑搶救不及，原來消防隊的救災緊急照明車去支援蔡英文參加的造勢活動了！
https://youtu.be/0Pj4X980ZmA?si=gRDHKpjW70RrTQV8
可怕的公器私用
竟然是為綠選立委之用",0,2,0,political,2024
115,gi9iaz52ry16,2019-12-20 15:52:43.790000+00:00,TEXT,"中南部市民站出來！患肺腺癌家人們站出來！命在旦夕！

（李遠哲提醒蔡英文空汙問題, 但蔡英文不以為意, 居然說,空汙是下一代的事！這個總統怎會不管老百姓的健康？）

台灣肺腺癌是亞洲第二, 僅次北韓！ 中南部患肺腺癌是北部人的15倍！

肺腺癌,很可怕, 速度很快,開始身體疼痛無力, 很快就全身癱, 意識不清, 無法言語！

你與他們說話, 有時稍清醒, 有時昏昏沉沉,很可怕的, 癌細胞會漫延到腦, 漫延骨頭, 是很難醫的癌病！

台灣患肺腺癌已逾10000人, 也就是說有10000多個家庭, 生活在水深火熱,痛苦不堪的生活！

看病的錢好貴,健保,自己都要花很多錢, 患者家庭經濟肯定托跨！太可憐了！太痛苦！

支持韓國瑜, 張善政的政策！ 我們台灣能源政策, 一定要重新檢討！

錯誤的政策比貪汚更可怕！

https://youtu.be/os-PxjBkF4A",NViHJ28Bd3n3h-WY9D7M,OPINIONATED,2019-12-21 08:16:59.082000+00:00,OPINIONATED,16.40424777777778,"中南部市民站出來！患肺腺癌家人們站出來！命在旦夕！

（李遠哲提醒蔡英文空汙問題, 但蔡英文不以為意, 居然說,空汙是下一代的事！這個總統怎會不管老百姓的健康？）

台灣肺腺癌是亞洲第二, 僅次北韓！ 中南部患肺腺癌是北部人的15倍！

肺腺癌,很可怕, 速度很快,開始身體疼痛無力, 很快就全身癱, 意識不清, 無法言語！

你與他們說話, 有時稍清醒, 有時昏昏沉沉,很可怕的, 癌細胞會漫延到腦",0,2,1,political,2020
116,3vl9zcniiau9q,2023-11-03 05:34:22.797000+00:00,TEXT,"昨晚大愛新聞已報導 ~
黴漿菌已入侵台灣，潛伏期 21 天專侵襲肺部，目前沒有疫苗可以施打！久咳不癒要小心。出入公共場所，口罩戴好戴滿。 祝福大家平安健康！
# 口罩一定要戴好喔，
不要因政府解禁而鬆懈了",d_Upn4sBAjOeMOkl9KA2,NOT_ARTICLE,2023-11-05 11:06:48.754000+00:00,NOT_ARTICLE,53.54054361111111,"昨晚大愛新聞已報導 ~
黴漿菌已入侵台灣，潛伏期 21 天專侵襲肺部，目前沒有疫苗可以施打！久咳不癒要小心。出入公共場所，口罩戴好戴滿。 祝福大家平安健康！
# 口罩一定要戴好喔，
不要因政府解禁而鬆懈了",0,0,2,health,2024
117,181w90w9bdju5,2023-12-21 07:49:33.927000+00:00,TEXT,"好的，那這邊再麻煩你提供一下簡單的報名資料🤍
👉寶貝姓名或小名:
👉年齡:
—————————————
👉連絡人姓名或小名(爸比或媽咪)：
👉聯絡電話：",2fiXq40BAjOeMOklkjh_,RUMOR,2024-02-15 07:07:33.886000+00:00,RUMOR,1343.299988611111,"好的，那這邊再麻煩你提供一下簡單的報名資料🤍
👉寶貝姓名或小名:
👉年齡:
—————————————
👉連絡人姓名或小名(爸比或媽咪)：
👉聯絡電話：",0,0,0,other,2024
118,2jqr4plp8499u,2020-02-12 12:21:54.925000+00:00,TEXT,南韓政府11日指出，台灣被世界衛生組織列為社區傳播地區，呼籲公民避免前往，我國中央流行疫情指揮中心、外交部均對此表示抗議，強調國內並無相關案例。WHO今(12)日鄭重澄清，表示台灣並沒有社區感染。,OUViOnABHjv_5zI2SFwi,NOT_RUMOR,2020-02-12 17:11:24.449000+00:00,NOT_RUMOR,4.824867777777778,南韓政府11日指出，台灣被世界衛生組織列為社區傳播地區，呼籲公民避免前往，我國中央流行疫情指揮中心、外交部均對此表示抗議，強調國內並無相關案例。WHO今(12)日鄭重澄清，表示台灣並沒有社區感染。,0,0,1,health,2020
119,ix2eawggx44,2024-01-09 04:30:36.946000+00:00,TEXT,"【 投資項目 】
公司操作的項目為外匯投資買賣
除台幣以外流通實體貨幣，像美金、歐元、英鎊等歐美國家為主要項目
外幣每天都有匯率起伏的價差
賺取的就是這個匯率差的部分",Afcc7YwBAjOeMOkl8jW9,RUMOR,2024-01-09 07:25:46.556000+00:00,RUMOR,2.919336111111112,"【 投資項目 】
公司操作的項目為外匯投資買賣
除台幣以外流通實體貨幣，像美金、歐元、英鎊等歐美國家為主要項目
外幣每天都有匯率起伏的價差
賺取的就是這個匯率差的部分",1,0,0,scam,2024
120,1l480wodegq9t,2020-03-31 13:58:35.918000+00:00,TEXT,"今天美國數項防疫動作：

 1，Abbott的快速診斷系統被FDA快速批准。 機器只有6磅重。 可以用於各種場合。 一滴血，陽性結果5分鐘出結果，陰性結果13分鐘出來。

 一天生產5萬台機器。 配合公司原來的檢測系統，接下來的容量可以一天測試500萬人。

 這是兩天就能把紐約的八百萬人口測一遍了。

 2，今天緬因州做保健品的Puritan宣布，開始生產取樣棉籤支援。

 3，聯邦向各地發放了8000個戰略儲備的呼吸機。 政府要求近10個公司，大力生產呼吸機。 接下來三個月，目標生產10萬個。

 4，哥大工程學院3D打印的面罩，已經正式啟用，一天可以打印3000只。

 5，波音援助三架飛機，專門各地運輸醫療物資。

 6，前幾天紐約州長號召醫務人員支援。  24小時內，紐約州一萬名退休醫務人員應徵。

 現在全國有5萬名醫務人員報名支援紐約。

Jetblue提供免費飛機運送支援者。

 Hertz提供免費租車。

 四季酒店開放所有旅館讓醫務人員入住
",wgrTNnEBrhVJn3LNGHOd,RUMOR,2020-04-01 17:38:56.284000+00:00,RUMOR,27.672323888888887,"今天美國數項防疫動作：

 1，Abbott的快速診斷系統被FDA快速批准。 機器只有6磅重。 可以用於各種場合。 一滴血，陽性結果5分鐘出結果，陰性結果13分鐘出來。

 一天生產5萬台機器。 配合公司原來的檢測系統，接下來的容量可以一天測試500萬人。

 這是兩天就能把紐約的八百萬人口測一遍了。

 2，今天緬因州做保健品的Puritan宣布，開始生產取樣棉籤支援。

 3，聯邦向各地發放了",0,0,1,health,2020
121,3m2gshcyl6qhp,2024-03-31 09:48:45.009000+00:00,TEXT,我用身份證給你擔保你的卡片在公司期間不會出現任何問題 畢竟上面也有我父母名字還有我家地址 如果說 我去做違法的事情的話 我家不要了呀 將心比心的  如果說你要是做違法的事情  你會願意嗎,G2N_L48BUCqzrknpNIzH,RUMOR,2024-04-30 14:53:36.838000+00:00,RUMOR,725.0810636111111,我用身份證給你擔保你的卡片在公司期間不會出現任何問題 畢竟上面也有我父母名字還有我家地址 如果說 我去做違法的事情的話 我家不要了呀 將心比心的  如果說你要是做違法的事情  你會願意嗎,1,0,0,scam,2024
122,34h1u5gg4cxya,2020-03-24 23:05:54.348000+00:00,TEXT,"WHO已經正式宣佈, 病毒不衹是飛沫傳染, 會停留在空中好幾小時, 叫醫護人員要帶N95口罩, 這一來, 空曠地方也未必安全了, 衹要在外面, 還是都戴上口罩比較保險, 最好還是不出門.  cnbc.com/2020/03/16/who-considers-airborne-precautions-for-medical-staff-after-study-shows-coronavirus-can-survive-in-air.html",8QeWEXEBrhVJn3LNkG2t,RUMOR,2020-03-25 12:06:52.332000+00:00,RUMOR,13.016106666666666,"WHO已經正式宣佈, 病毒不衹是飛沫傳染, 會停留在空中好幾小時, 叫醫護人員要帶N95口罩, 這一來, 空曠地方也未必安全了, 衹要在外面, 還是都戴上口罩比較保險, 最好還是不出門.  cnbc.com/2020/03/16/who-considers-airborne-precautions-for-medical-staff-after-study-shows-coronavirus-ca",0,0,1,health,2020
123,207blyq3r0qlw,2024-02-26 13:04:48.376000+00:00,TEXT,"1.請先了解工作內容，如圖1
2.登入職員帳號到［客服中心］申請實名認證
3.認證完成之後公司會發放1000元工作金，即可開始進入工作群組工作",hxHclY4B0DEb0v6cswfv,RUMOR,2024-03-31 18:54:12.973000+00:00,RUMOR,821.8234991666667,"1.請先了解工作內容，如圖1
2.登入職員帳號到［客服中心］申請實名認證
3.認證完成之後公司會發放1000元工作金，即可開始進入工作群組工作",3,0,0,scam,2024
124,1wsje566tnztn,2019-11-25 13:22:46.648000+00:00,TEXT,"喜滿客京華影城也敲定於11月30日道別日推出「後會有期88再見」優惠活動，回饋給街坊鄰居、忠實會員以88元的超優惠價格觀影。
只要您是喜滿客影城會員，或是戶籍在台北市松山區／中山區／內湖區／大安區／信義區／南港區的居民，就享有上述優惠，一日限定，符合資格的影癡們快相約朋友一起替喜滿客送別吧。
【注意事項】
1.鄰居請持本人之身分證以供核對；會員需出示有效會員卡
2.11月30日道別日9:30起於京華影城現場排隊劃位，每人限購兩張
3.喜滿客影城保留活動修改及變更之權利

",_lFrq24BV0DITCqGc09A,NOT_ARTICLE,2019-11-27 05:52:56.127000+00:00,NOT_ARTICLE,40.50263305555556,"喜滿客京華影城也敲定於11月30日道別日推出「後會有期88再見」優惠活動，回饋給街坊鄰居、忠實會員以88元的超優惠價格觀影。
只要您是喜滿客影城會員，或是戶籍在台北市松山區／中山區／內湖區／大安區／信義區／南港區的居民，就享有上述優惠，一日限定，符合資格的影癡們快相約朋友一起替喜滿客送別吧。
【注意事項】
1.鄰居請持本人之身分證以供核對；會員需出示有效會員卡
2.11月30日道別日9:30起於京",1,0,0,scam,2020
125,1api9y8ucaeal,2023-10-26 14:58:07.291000+00:00,TEXT,同學晚安，今天大盤下殺厲害，很多同學對市場失去預判，造成虧損嗎，比較多同學給我留言，因為學員太多 在這裡我給大家做一個統一的回復。每次股市出現大幅度回檔修正時，都是財富重新分配的時候，只要能按照紀律執行停損保留資金，等待下一次行情發動時，就能確保自己有足夠的資金可以參予行情，面對股市下跌修正，耐心等待並觀察潛在機會，尋找在股市場下跌修正時相對強勢的標的，就有機會掌握下一波行情發展的機會，希望大家在學習知識的同時不僅是要知道，更要做到，有什麼疑惑可以私訊我，或者聯絡我助理,Y_WgbIsBAjOeMOkl02Wj,RUMOR,2023-10-26 15:36:01.185000+00:00,RUMOR,0.6316372222222222,同學晚安，今天大盤下殺厲害，很多同學對市場失去預判，造成虧損嗎，比較多同學給我留言，因為學員太多 在這裡我給大家做一個統一的回復。每次股市出現大幅度回檔修正時，都是財富重新分配的時候，只要能按照紀律執行停損保留資金，等待下一次行情發動時，就能確保自己有足夠的資金可以參予行情，面對股市下跌修正，耐心等待並觀察潛在機會，尋找在股市場下跌修正時相對強勢的標的，就有機會掌握下一波行情發展的機會，希望大家在,0,1,0,political,2024
126,17m0or2qiyo6h,2023-12-04 09:14:38.092000+00:00,TEXT,一個月內完成300件  除了計件薪水  還有額外5000塊的獎勵薪水   入職做滿半年工廠還會給你一筆5000塊的入職獎勵,ZfdrR40BAjOeMOklDqjG,RUMOR,2024-01-26 20:16:54.981000+00:00,RUMOR,1283.0380247222224,一個月內完成300件  除了計件薪水  還有額外5000塊的獎勵薪水   入職做滿半年工廠還會給你一筆5000塊的入職獎勵,1,0,0,scam,2024
127,9x1eoflvlzqj,2023-12-28 23:25:15.815000+00:00,TEXT,"🦵🏻🦿🦵🏻前老年醫院骨科主任寫給所有老年人（60-100歲及以上）的一封信…

 * 我不主張再測定骨密度了，因為老年人肯定會有骨質疏鬆，而且隨著年齡的增長，骨質疏鬆的程度肯定會越來越嚴重，骨折的風險也必然會變大。*

 *有一個公式：*

 *骨折風險=外力損傷力/骨密度。*

 *老年人容易骨折，因為分母值（骨密度）越來越小，所以骨折的風險一定會增加。*

 *因此，老年人預防骨折最重要的措施就是千方百計防止意外傷害。*

 *如何減少意外傷害？*

 *我總結出來的所謂秘密有七個字，那就是：*

 *「小心，小心，再小心」！*

 *具體措施包括：*

 *1. 切勿站在椅子或凳子上拿東西，即使是矮凳。*

 *2. 下雨天盡量不要外出。*

 *3. 洗澡或上廁所時要特別小心，防止滑倒​​。*

 *4. 最重要的是，特別是對於女性來說，不要在浴室裡穿內衣，不要支撐牆壁或其他東西......這是滑倒和髖關節骨折的最常見原因...沐浴後，回到更衣室......舒適地坐在椅子上或床上，然後穿上內衣..*

 *5. 上廁所時，請確保浴室地板乾燥不滑。只使用馬桶。同時，固定一個扶手，以便從馬桶座上起身時可以握住。...上廁所時也是如此。坐在浴凳上洗澡。*

 *5. 睡前一定要清理家裡地板上的雜物，地板潮濕時要加倍小心…*

 *5. 半夜起床時，先在床上坐3-4分鐘再起身； 一定要先開燈，然後起床。*

 *6. 至少在晚上甚至白天（如果可行），請不要從裡面關上廁所門。如果可能的話，在廁所里安裝一個警鈴，在發生緊急情況時按下它可以呼叫家人等的幫助。任何緊急情況.. .*


 *7. 老年人必須坐在椅子或床上才能穿褲子等*

 *8. 萬一摔倒，必須伸出雙手，以得到地面的支撐。 前臂和手腕骨折比髖關節股骨頸骨折好。*

 *8. 我強烈提倡鍛煉，至少步行，盡可能適合您..*

 *9. 特別是對於女性來說..要非常非常認真地將體重控制在允許的範圍內...飲食控制是最重要的關鍵...吃剩菜，女性的常見行為...遠離它...餵剩菜對迷途的牛…控制體重絕對是你的事和你的想法，「總是最好在半腹飽時停止進食，而不是在飽腹時吃到飽為止。*

 *關於增加骨量，我也主張膳食補充劑（乳製品、豆製品和海鮮，特別是小蝦皮，鈣含量高）而不是藥物補充劑。*

 *另一個是適當進行戶外活動，因為陽光照射（在紫外線下）會將皮膚中的膽固醇轉化為維生素D。*

 *有利於促進腸道對鈣的吸收及成骨細胞活性，具有延緩骨質疏鬆的作用。*

 *2. 老年人保健：*

 *(1) 小結 在調查300多位百歲老人後，我發現了一些驚人的數據。 幾乎所有跌倒的百歲老人都會在三個月內死亡。*

 *（2）跌倒不一定會導致骨折，但跌倒的震動和衝擊力會使老年人全身機能紊亂，經絡不通，不能成為一個有機的整體。達到自我平衡調節，導致內臟功能快速衰竭，從而快速死亡。*

 *（3）特別注意衛浴地板的防滑。 上樓梯時，要使用扶手，不要跌倒。 大家保重。*

 *因此，老人家一定要注意防滑、防摔措施。*

 *一次跌倒將損失十年生命。 因為所有的骨頭和肌肉都被破壞了。 手術沒用，保守治療也很拖累。 所以，要小心。*

 **避免站立時間過長**

 *這條訊息可能看起來很長，但值得一讀，尤其是對於老年人和照顧老年人的人來說。*


 *請在群組發文*",TfdrC40BAjOeMOklfV5z,OPINIONATED,2024-01-15 04:40:10.353000+00:00,OPINIONATED,413.2484827777778,"🦵🏻🦿🦵🏻前老年醫院骨科主任寫給所有老年人（60-100歲及以上）的一封信…

 * 我不主張再測定骨密度了，因為老年人肯定會有骨質疏鬆，而且隨著年齡的增長，骨質疏鬆的程度肯定會越來越嚴重，骨折的風險也必然會變大。*

 *有一個公式：*

 *骨折風險=外力損傷力/骨密度。*

 *老年人容易骨折，因為分母值（骨密度）越來越小，所以骨折的風險一定會增加。*

 *因此，老年人預防骨折最重要的措施",0,0,1,health,2024
